layer_id,profile_id,texture_class,alpha_kpa,n,thetar,thetas,sand,silt,clay,ksat_cmh,depth_cm,lat,lon,source_db,oc,om,porosity,bd,rmse,n_points,thetar_m,thetas_m,alpha_kpa_m,n_m,m,rmse_m,sample_type,sample_type_source
TG_45_10,TG_45,sandy loam,0.38924460646564796,1.5248943821402356,0.06571637352763544,0.3591230818677402,64.48,31.39,4.13,10.02706308,200.0,40.313853,111.718836,Tong_YellowRiver,,,,1.719896441,0.005128564116217294,11,0.042311681092945155,0.3527756474857623,0.6904190428483565,4.523612375277896,0.07753439046037748,0.0019600316239980486,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_45_15,TG_45,loamy sand,0.5792333414803931,1.92702301016655,0.0537885487781711,0.3954788049061866,77.1754350870174,18.373674734946988,4.450890178035607,87.22479372000001,300.0,40.313853,111.718836,Tong_YellowRiver,,,,1.52342321,0.0125874048039722,11,0.05140146968776033,0.3836863101262753,0.936422053801883,10.999999999999998,0.06173016489869452,0.002060242999787365,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_45_20,TG_45,silt loam,0.04464643502454487,1.1745306319788111,6.83118280159335e-10,0.4023122929630926,13.17,71.82,15.01,0.50372286,400.0,40.313853,111.718836,Tong_YellowRiver,,,,1.674788977,0.0011445386426489823,11,0.06581972502633206,0.40359227506176976,0.030178089628112664,1.0100002591092296,0.25162031964411996,0.000849459980051073,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_45_25,TG_45,silt loam,0.1540951896959178,1.2849277372011847,0.011858279661761097,0.45164563829228344,22.89,65.41,11.7,2.2492519800000004,500.0,40.313853,111.718836,Tong_YellowRiver,,,,1.568530674,0.001306432655009706,11,3.8565946330224125e-12,0.45042708896470507,0.17271737172367085,1.4006486907844153,0.18749114871299669,0.0009767605369094643,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_46_1,TG_46,loamy sand,0.3393637651202202,1.714591184285449,0.0671231435135765,0.36925072448905216,85.61143885611439,12.788721127887213,1.5998400159984003,11.5643007,20.0,39.7875,111.064444,Tong_YellowRiver,,,,1.518540443,0.0042645422561263975,11,0.05807530332012836,0.3647731986140612,0.5010342517983352,2.794796967795899,0.1958831701285737,0.0023405174296583222,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_46_2,TG_46,loamy sand,0.4123131098430608,1.8536224774412555,0.03808764252454791,0.4062299449575248,82.93829382938293,15.28152815281528,1.78017801780178,42.59658822,40.0,39.7875,111.064444,Tong_YellowRiver,,,,1.531096129,0.006974802256521691,11,0.028500217027134626,0.3973344096108106,0.6715847327119845,5.1150952567712356,0.11864269607610374,0.0028259059531007425,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_46_5,TG_46,sand,0.45436029667298267,1.8208768717431603,0.03458728532833188,0.3559230732976846,93.48130373925216,6.26874625074985,0.2499500099980004,26.24754624,100.0,39.7875,111.064444,Tong_YellowRiver,,,,1.630379052,0.007314741353554018,11,0.025824025988762014,0.3454072071355639,0.7507545008560331,10.987906157950851,0.05257976213462187,0.001728566162490301,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_46_10,TG_46,sand,0.4247920759314953,1.8096001585045405,0.027503672143356857,0.3832737062160072,90.49809961992398,8.661732346469293,0.8401680336067213,33.2229594,200.0,39.7875,111.064444,Tong_YellowRiver,,,,1.573645953,0.005395519997489793,11,0.018671105896130663,0.3767273904921821,0.6479282805473608,3.4778654465149517,0.17417068036568756,0.00215760820855733,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_46_15,TG_46,sand,0.315945212564945,1.862372493259043,0.03570795333781504,0.40310424975242687,89.27107289271072,9.43905609439056,1.28987101289871,35.86721376,300.0,39.7875,111.064444,Tong_YellowRiver,,,,1.540396637,0.004207456397911553,11,0.029937236887695062,0.39890286120857626,0.4202177390989292,2.571850886176332,0.2741214044668759,0.0026112418990883388,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_46_20,TG_46,silt loam,0.08659972965644205,1.7397591877129683,0.09226597257112898,0.46141924168149656,18.45,71.86,9.69,7.3616124,400.0,39.7875,111.064444,Tong_YellowRiver,,,,1.483198513,0.0014633325678181527,11,0.09543055194755794,0.46242881132117875,0.07765824388418259,1.620610308396825,0.49332381984038154,0.001267485043086785,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_46_25,TG_46,silt loam,0.27303395529813695,1.5142381381017398,0.02902632222825711,0.4107762484398171,39.34393439343935,53.5053505350535,7.15071507150715,61.2404697,500.0,39.7875,111.064444,Tong_YellowRiver,,,,1.613173112,0.0036204641272739166,11,0.01256382885619415,0.4066013461731909,0.3824572400149866,2.1317892290353133,0.19168915389636193,0.0020784016889964442,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_47_0,TG_47,sandy loam,0.1664735575467543,2.226429544375214,0.018062811197423603,0.39879590441201523,62.25377462253774,35.91640835916408,1.8298170182981701,9.61406124,5.0,39.241944,111.620556,Tong_YellowRiver,,,,1.439253612,0.0007746076776996647,11,0.017590108108840277,0.3983180377315647,0.1726766034839575,2.300684398475907,0.517339815676732,0.0006668282175461554,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_47_1,TG_47,loamy sand,0.29137698108986587,1.7803175937531361,0.059457208314784196,0.4151000235447246,76.02,22.53,1.45,12.734675039999999,20.0,39.241944,111.620556,Tong_YellowRiver,,,,1.367407188,0.003784642702681014,11,0.0530688831243666,0.41120799986388984,0.38499297585849385,2.4097010014683793,0.26718817826594626,0.0023767954303854323,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_47_2,TG_47,sandy loam,0.26989244811012675,1.7598109439088598,0.05772831631114992,0.45623340164573206,55.21,41.6,3.19,22.44990546,40.0,39.241944,111.620556,Tong_YellowRiver,,,,1.459482217,0.0037650797096722174,11,0.05096582526970108,0.45232214804555226,0.347648691507318,2.2894043149708274,0.2789491511749574,0.0024325268859150756,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_47_5,TG_47,silt loam,0.13411436026034104,1.7597435050125387,0.07663652063255584,0.46227154613153437,32.03679632036796,62.413758624137586,5.54944505549445,4.942805160000001,100.0,39.241944,111.620556,Tong_YellowRiver,,,,1.448321608,0.0012456574547746173,11,0.07429348240765703,0.4612986389346999,0.14552718475416582,1.8786696695634426,0.38173601928958867,0.001018065756843698,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_47_10,TG_47,silt loam,0.09334322140461052,1.7894000655505873,0.09024367591559648,0.47321921381749016,24.36756324367563,68.34316568343165,7.28927107289271,2.8243104600000004,200.0,39.241944,111.620556,Tong_YellowRiver,,,,1.455762014,0.001000561464204663,11,0.08844421471914034,0.47263421984957255,0.09898275981564729,1.8699843111690706,0.4043081981426728,0.0008771209978686851,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
