layer_id,profile_id,texture_class,alpha_kpa,n,thetar,thetas,sand,silt,clay,ksat_cmh,depth_cm,rmse,n_points,thetar_m,thetas_m,alpha_kpa_m,n_m,m,rmse_m,sample_type,sample_type_source
sDB_P_26_2,sDB_P_26,sand,0.2094502418895756,1.5934670533320117,0.0600267727764211,0.4191050684461955,88.6,7.9,3.5,19.816666666666663,15.0,0.0161756621135203,18,0.0340927647825212,0.4125265284115911,0.3885618767046647,10.999999999999948,0.0351094079709392,0.0140101403503003,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_26_3,sDB_P_26,loamy sand,0.247894883922128,1.3974855800034869,0.0201639914709374,0.4234033521425264,86.69999999999999,9.800000000000002,3.5000000000000004,17.849999999999998,15.0,0.0265818849444889,18,2.2965866553363618e-21,0.4144686855622985,0.3990879189797869,10.999999999923526,0.0275745275937919,0.0245950491073439,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_26_4,sDB_P_26,sand,0.1920629126878551,2.428742830481622,0.0135000009999999,0.3470709021565484,96.59999999999998,1.8999999999999997,1.4999999999999998,6.379166666666666,60.0,0.0085914972546621,18,0.0135000009999999,0.3448729909334098,0.2895751175255747,4.142840129444032,0.2468009321627335,0.0073805134912351,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_26_5,sDB_P_26,sand,0.2058589398849407,2.6144911031418676,0.0219000009999997,0.3441993151426328,95.09999999999998,2.8999999999999995,2.0,8.370833333333334,60.0,0.0061475061507776,18,0.0219000009999999,0.3441234664001083,0.2095640607720348,2.653065803073204,0.5989724254284118,0.0061461674670511,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_27_0,sDB_P_27,sand,0.1378946812890544,1.984918406900872,0.0841576715429502,0.4176323038682301,88.0,8.5,3.5,7.095833333333334,15.0,0.0058726033561211,14,0.0858000009999999,0.4194508234983952,0.0932690094629433,1.6368855519478922,0.8279334266276946,0.0053796436540725,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_27_1,sDB_P_27,sand,0.1542856920730658,1.8763716035362736,0.0833000009999852,0.4092666803231747,87.4,9.1,3.5,5.710416666666667,15.0,0.0080376972493769,14,0.0833000009999996,0.4089485427540363,0.1603859372602771,1.9399154066137976,0.4408620624587559,0.0080289544888621,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_27_3,sDB_P_27,sand,0.2758293651511154,1.3836018172049491,5.410019700038224e-22,0.3629163367943568,93.0,4.0,3.0,3.475,60.0,0.0248820476161629,18,5e-324,0.3550264239550565,0.4183339347625189,7.218455815042624,0.0457439351673628,0.0247902052066029,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_27_4,sDB_P_27,sand,0.2493352768607986,1.847962774335565,0.0344000009999354,0.3651355670615026,93.1,2.9,4.0,5.9875,60.0,0.0195714510154966,18,0.0323734523054261,0.3588760131853079,0.4072396149878446,10.999999995810144,0.0581170342254939,0.017799435953932,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_27_5,sDB_P_27,sand,0.1553871692216626,1.8279832519385129,0.0226802164163207,0.3426262335966297,93.7,2.8000000000000003,3.5000000000000004,3.483333333333333,60.0,0.0100104843990717,18,0.0155205785136755,0.3394241075423434,0.2139115853680162,2.758839893624758,0.2371285378874639,0.009270836949455,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_28_0,sDB_P_28,sandy loam,0.1005636167174059,1.5262342360552883,0.1060000009999999,0.3806543678819813,54.345654345654346,32.86713286713287,12.787212787212788,0.24,15.0,0.0122033697622414,18,0.0986962841445891,0.3748959895905998,0.1466032410330949,10.99999999867443,0.039045607497299,0.0117116312538992,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_28_1,sDB_P_28,loam,0.1118149694292187,1.5495337262652678,0.077814810939682,0.4103779543061298,48.099999999999994,39.8,12.1,0.0729166666666666,15.0,0.0145952748917122,18,0.0715214562632889,0.4069628544823663,0.1417059500370056,2.2059111643921216,0.2172916447399346,0.0144591980590791,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_28_2,sDB_P_28,loam,0.0644636553509575,1.324218377092357,0.041087480134708,0.3958353830847816,32.6,48.599999999999994,18.800000000000004,2.6666666666666665,60.0,0.01446238216357,18,0.1115000009999999,0.3959657124011715,0.0146588247833312,1.01,0.98,0.0124419306481524,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_28_3,sDB_P_28,sandy clay loam,0.7503746313979621,1.093212214265473,1.9434320877810906e-18,0.47453219933487,45.34534534534535,19.91991991991992,34.734734734734744,,60.0,0.0116992254551349,18,0.0849960263074884,0.4742325510410419,0.5433561593961834,1.01,0.129030385032898,0.0115630472758812,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_28_4,sDB_P_28,loam,0.1462029626712929,1.2516404940427428,0.0386041892762439,0.3836077218026548,46.05394605394605,39.560439560439555,14.385614385614383,0.2754166666666667,60.0,0.011107423399362,18,0.0977654686761002,0.3845709302345337,0.0637851692110453,1.01,0.4694253556305416,0.0100725327248603,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_28_5,sDB_P_28,loam,0.127866307795813,1.2077915523915974,2.547164933041914e-16,0.4020597425637258,40.15984015984016,44.15584415584415,15.684315684315685,,60.0,0.015386644697833,18,0.0935494751828742,0.4009818677764556,0.0471163037147507,1.01,0.4567273705761421,0.0144688621924063,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_29_0,sDB_P_29,sandy loam,0.1380122520818416,1.534986612857236,0.0876414381409335,0.3611053136815714,64.83516483516483,23.47652347652347,11.688311688311687,0.2258333333333333,15.0,0.0073205164894573,18,0.0908513072536077,0.3618690830352742,0.1190373515683165,1.397412367366098,0.418628609685024,0.0073004120059513,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_29_2,sDB_P_29,sandy loam,0.1731374892906549,1.3348410946655298,0.0596211946521778,0.352219874801821,67.16716716716716,22.022022022022018,10.810810810810812,,15.0,0.0092613426889366,18,0.0909270690120662,0.3542588533477932,0.0740423519655287,1.01,0.5738715753601032,0.0079417119330616,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_29_3,sDB_P_29,sandy loam,0.0947883817689096,1.4213859093354813,0.0499758174490872,0.348623150263841,66.4,22.4,11.2,0.0441666666666666,15.0,0.013411196997905,18,0.0834113570860142,0.3504772443598666,0.0264380952177818,1.01,0.9601857120072996,0.0119672673831425,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_29_4,sDB_P_29,sandy clay loam,0.1542165226193786,1.2378490330545282,1.953705743090097e-19,0.4479736447603127,64.26426426426426,13.513513513513512,22.22222222222222,2.341666666666667,60.0,0.0278105460511109,18,0.0485735933728063,0.4489515273243734,0.0833477617059749,1.01,0.3494244867685608,0.0270770406865988,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_29_5,sDB_P_29,sandy loam,0.265438314453533,1.2867057580996044,0.0258918724313778,0.3988027424970725,65.7684630738523,17.76447105788423,16.46706586826347,,60.0,0.0139696500214653,18,0.0650432893203385,0.4009317715125761,0.131463373058649,1.01,0.4466175107056955,0.012982342194972,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_30_0,sDB_P_30,silt loam,0.0732363440168382,1.5968124604711242,0.1090963231061099,0.4269720680569628,9.1,77.4,13.5,0.389,15.0,0.0084119888042418,14,0.1156794180883624,0.4298760895102676,0.053983035778927,1.3042559709187629,0.5513382211396017,0.0082478094082726,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_30_1,sDB_P_30,silt loam,0.1664152534877925,1.211671514597067,2.7008428415766213e-16,0.4184248803248093,9.1,77.4,13.5,0.9704166666666666,15.0,0.0136898926572504,28,4.1402223039483274e-17,0.4210797710796334,0.1385459835945719,1.01,0.2203736058530742,0.012919663714359,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_30_2,sDB_P_30,silt loam,0.0754402089335382,1.294520746870334,0.0854432310301555,0.394658728188955,7.8,72.2,20.0,0.2927083333333333,60.0,0.0090603369352689,14,0.0370520165566949,0.386511961397623,0.1264036323080418,9.761194712917709,0.02,0.0083853068108995,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_30_3,sDB_P_30,silt loam,0.1974508925659328,1.2339229636587823,0.0871599129875599,0.4126063254282218,8.0,73.5,18.5,0.9258333333333332,60.0,0.0156535648192738,26,0.1487317265565667,0.4100699467497933,0.0624531562759512,1.01,0.4960658995468718,0.0147759385511457,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_30_4,sDB_P_30,silt loam,0.1050015849236891,1.447386057634595,0.1063468890161025,0.4212827471482565,7.2,79.8,13.0,2.276666666666667,60.0,0.0115715585850525,30,0.1303341759744545,0.4254932609690178,0.0416162831173942,1.0100000000000682,0.7743750070528472,0.0099252674332771,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_31_0,sDB_P_31,loam,0.1219390848769854,1.4545198328879545,0.0647368876669318,0.4024323896544024,41.458541458541454,45.35464535464535,13.186813186813186,1.2708333333333333,15.0,0.0092697330412783,18,0.0935000009999998,0.4061650795584402,0.0397430710569271,1.01,0.8999774301045578,0.0064778230781876,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_31_1,sDB_P_31,silt loam,0.1775465832320212,1.2572561416200334,5.103619578978728e-05,0.4025804118236724,33.866133866133865,53.24675324675325,12.887112887112888,3.0500000000000003,15.0,0.0141697387581359,18,0.0484932135442755,0.4043094730132831,0.0937252011611581,1.0100000000000002,0.3956772762924059,0.0136389413058272,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_31_2,sDB_P_31,silt loam,0.1103979894853656,1.491404899828554,0.0734481510550054,0.3885860703065842,31.037924151696608,55.78842315369262,13.173652694610778,1.4916666666666665,60.0,0.0108432286697426,18,0.0960000009999999,0.392929303351839,0.0359551344760105,1.01,0.955273251687908,0.0083143305891474,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_31_3,sDB_P_31,silt loam,0.1780508771059195,1.3227423322480816,0.0454138363787163,0.3865195516539934,35.0,51.400000000000006,13.6,2.8041666666666667,60.0,0.0144328247143396,18,0.0926593388507403,0.3878224660803771,0.0615134787397962,1.01,0.661069468033631,0.012591987390183,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_31_4,sDB_P_31,silt loam,0.1108606704622715,1.4601846937405158,0.0512629232194164,0.3974928981346337,25.874125874125877,60.639360639360646,13.486513486513488,0.8666666666666667,60.0,0.0151945182010926,18,0.0781982323632037,0.4020200196031353,0.0401805138531753,1.0100000000000111,0.8420837150751391,0.0137518694730999,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_31_5,sDB_P_31,silt loam,0.0611983366775677,1.638375199283397,0.0733492376014938,0.3723878327990663,29.5,56.6,13.9,2.0833333333333335,60.0,0.014230931740036,18,0.0814000009999807,0.3766760676707277,0.0236930829333202,1.0905600623312008,0.9799999999999052,0.012293658332509,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_32_0,sDB_P_32,silt loam,0.0437352815408491,1.7013873697718334,0.0595115893685637,0.3955233487086043,32.26773226773226,56.64335664335665,11.08891108891109,22.833333333333332,15.0,0.0097536117458745,18,0.0740699609748583,0.3986299239059857,0.0194695505027297,1.232357469784542,0.98,0.0068249118287961,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_32_1,sDB_P_32,silt loam,0.0544446964082141,1.5486793428832375,0.0381846244802768,0.3928250701769547,32.099999999999994,56.60000000000001,11.3,45.729166666666664,15.0,0.0130821009798333,18,0.0615051592964588,0.397458160140309,0.0193457308709842,1.0569617976911412,0.98,0.0098352495755086,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_32_2,sDB_P_32,silt loam,0.14128919747861,1.340426907272256,0.0068779858857728,0.4050718490651959,26.2,59.3,14.5,1.9666666666666668,60.0,0.0139123427909784,18,0.0599203688070922,0.4071695849893219,0.0492792942126107,1.01,0.692898575297466,0.0114521066616961,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_32_3,sDB_P_32,silt loam,0.0946683900263047,1.4049518865636563,1.3540596010690673e-19,0.4020814102486599,29.570429570429567,57.24275724275723,13.186813186813186,,60.0,0.0196027799365685,18,3.7254195018153075e-24,0.4074838360493441,0.0552202775107737,1.01,0.4860169119273873,0.0170827153087252,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_32_4,sDB_P_32,silt loam,0.125333127286182,1.3050380980423395,1.5816381087843475e-16,0.4112483234011577,25.374625374625374,60.83916083916084,13.786213786213787,1.9791666666666667,60.0,0.0169919781047018,18,0.0574150625260221,0.41235419561891,0.0467481656989117,1.01,0.5909661269453791,0.014970707833565,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_32_5,sDB_P_32,silt loam,0.0615910049168786,1.4350584264363522,0.0158515916050994,0.3866434111152924,27.544910179640716,59.08183632734531,13.373253493013973,3.220833333333333,60.0,0.0179400741676371,18,0.0581338117916746,0.3900836302375654,0.0179219934339959,1.01,0.98,0.0148129387181991,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_32_6,sDB_P_32,silt loam,0.2213736988612617,1.1428514614401666,4.0390585594943655e-18,0.389661850902135,28.8,50.0,21.2,14.954166666666666,60.0,0.008617443056603,18,3.0857911964824785e-20,0.3912199318388877,0.2001971004726119,1.01,0.1455611665555828,0.008234344711588,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_33_0,sDB_P_33,silt loam,0.027126552127752,1.518359336795877,0.1038367830105202,0.3787809937280538,15.3,68.7,16.0,0.6008333333333333,15.0,0.0129337590754157,45,0.1130000009999999,0.3824969377011972,0.0141099941554561,1.0689021332589272,0.6756748962490511,0.0126064183542525,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_33_1,sDB_P_33,silt loam,0.1235874471271378,1.1528957478496829,2.033133549397191e-20,0.3999713186523672,10.9,67.6,21.5,11.183333333333332,60.0,0.0109730733577433,28,0.0230845603897752,0.401433419865972,0.1024225923511436,1.01,0.173294652077506,0.0107343706815746,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_33_2,sDB_P_33,silt loam,0.070652205375492,1.3438610313490154,0.0717232964884493,0.3963113116240751,5.6,79.4,15.0,,60.0,0.0133240217403907,30,0.1006633540430008,0.3999843257553153,0.0366733745594382,1.0100000003216425,0.5147953551951663,0.0131307316705862,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_36_0,sDB_P_36,loam,0.0423505731401878,1.4274203612620504,0.0582151201207565,0.3534609440552277,39.099999999999994,49.4,11.5,,15.0,0.0084577410872888,18,0.0908803834901893,0.3565641085648925,0.0147461316749069,1.0100000000000002,0.841674253766067,0.0069065585750369,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_36_1,sDB_P_36,silt loam,0.8142750716117902,1.1369868154014346,2.8600613656593285e-10,0.3890299382014061,28.1,51.9,20.0,,60.0,0.0110756933934688,18,1.962738720981787e-20,0.388861742177682,0.8720512590225987,1.24120954848928,0.1089546622824435,0.0110680915456134,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_36_2,sDB_P_36,sandy loam,0.3396879481506309,1.4965831162029362,0.123033145018986,0.3824144216727518,79.99999999999999,9.949748743718592,10.050251256281408,,60.0,0.0127463411023102,7,0.105121555668626,0.3810218017662599,0.5543829162852993,10.999999980032795,0.0327538510392583,0.0117638079575288,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_37_0,sDB_P_37,loamy sand,0.2587755920058544,2.216797821607307,0.0330000009999999,0.3810476026028758,85.3,8.7,6.0,,15.0,0.0187550191811851,9,0.0330000009999999,0.3704490449082906,0.3758710469781628,10.969393780863962,0.0814312821686905,0.0137224801882229,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_37_1,sDB_P_37,loamy sand,0.2753728186219366,2.5128656085998067,0.0440000009999998,0.4084776050805122,87.9,6.1,6.0,1.425,60.0,0.0148971237106579,8,0.0440000009999999,0.4046912612525808,0.3201971022011978,3.1485428278247887,0.4233036656208967,0.0146305915963096,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_38_0,sDB_P_38,silt loam,0.0570514402185195,1.4517060583208516,0.0938293396431728,0.3960335536977853,12.8,75.2,12.0,0.55975,60.0,0.013299813770324,28,0.1250000009999973,0.398740277159649,0.0169070312348766,1.01,0.966825069108015,0.0114171995620649,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_38_1,sDB_P_38,silt loam,0.1961650379858502,1.2863187673116845,0.0492285109912272,0.4161962944843005,11.5,74.0,14.5,0.2324583333333333,60.0,0.0103875910181907,30,0.0853395011317358,0.4182500680198646,0.1038498061690674,1.01,0.4257783542292911,0.0093383974065121,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_38_2,sDB_P_38,silt loam,0.0366955243493441,1.6004550157379498,0.0892927604052073,0.4061645343730426,20.9,72.6,6.5,6.296666666666667,15.0,0.0099125519481121,12,0.1051325983350015,0.4102030336748127,0.0133810501669343,1.0762553855674477,0.98,0.0086368263258956,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_38_3,sDB_P_38,silt loam,0.1297748415568702,1.1995132566100042,3.5016015941327457e-20,0.3905850996022295,17.7,69.3,13.0,0.6,15.0,0.0081145219716289,10,2.6065141225863947e-21,0.3929238537103264,0.1113184529226579,1.01,0.2057448463729728,0.0072824411295544,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_38_4,sDB_P_38,silt loam,0.0519079361869193,1.5300523511664617,0.0859711187412553,0.4090795175197079,13.3,75.7,11.0,2.6220833333333333,15.0,0.0144672916430674,22,0.1090555136593865,0.4146225890415267,0.0184085238561096,1.010000000000003,0.98,0.0113605275355002,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_39_0,sDB_P_39,silt loam,0.7318851393221615,1.1495317203033113,6.457196854715549e-18,0.4457799979936943,10.9,70.6,18.5,0.5875,60.0,0.0122149553598425,11,5.4703113825301774e-24,0.4467638369112705,0.698648120308485,1.067816068183468,0.1416483590589206,0.0122068079830327,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_39_1,sDB_P_39,silt loam,0.2141065678395888,1.1623727675583548,0.0062087634003891,0.409147278912504,16.6,65.9,17.5,,60.0,0.0066689091916523,28,0.0569921621343973,0.4100700797766898,0.1496895521561379,1.01,0.2172700752997276,0.0064178306502543,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_39_2,sDB_P_39,silt loam,0.0326495562225152,1.7544999710756706,0.1199772387925203,0.4067039222863321,8.6,79.4,12.0,0.726375,15.0,0.0137863921242135,12,0.121654456342707,0.4116814119662428,0.0155834040258855,1.0211789899662345,0.98,0.0125326222287745,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
